,lad19cd,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26
89,E07000063,1.0370125,1.0310524,1.0298482,1.0331258,1.0406808,1.0523684,1.0680963,1.087817,1.1115234,1.1392455,1.1710469,1.2070216,1.2472922,1.2920094,1.3413496,1.3955146,1.4547304,1.5192459,1.5893344,1.6652889,1.7474258,1.8360804,1.931609,2.0343833,2.1447926,2.2632413,2.3901436,2.5259244,2.6710124,2.8258388,2.9908297,3.166404,3.3529632,3.550886,3.7605207,3.982176,4.216109,4.4625134,4.721514,4.9931445,5.2773404,5.5739245,5.8825846,6.2028723,6.534172,6.8757024,7.226489,7.5853624,7.9509416,8.321629,8.695603,9.070822,9.445018,9.815713,10.180226,10.535691,10.879087,11.207264,11.516979,11.805287,12.070684,12.312203,12.529096,12.720825,12.887068,13.02771,13.142823,13.232671,13.297692,13.338481,13.355777,13.350453,13.323494,13.275988,13.209106,13.124087,13.022234,12.904886,12.773414,12.629214,12.473689,12.308244,12.134273,11.953163,11.766278,11.574955,11.380507,11.184219,10.987341,10.791087,10.596644,10.405173,10.217805,10.035644,9.859778,9.691287,9.531248,9.380738,9.240854,9.112725,8.997525,8.896494,8.81096,8.742362,8.692293,8.662525,8.655068,8.672218,8.716638,8.791432,8.900267,9.0475025,9.23837,9.479183,9.777636,10.143156,10.587403
90,E07000064,1.0028924,1.0068561,1.0135587,1.0229024,1.034814,1.049242,1.0661548,1.0855376,1.1073915,1.1317325,1.1585896,1.1880058,1.2200344,1.2547415,1.2922035,1.3325084,1.3757539,1.4220481,1.4715099,1.5242682,1.5804611,1.6402375,1.7037565,1.771186,1.8427039,1.9184983,1.998767,2.083716,2.1735613,2.2685266,2.3688443,2.4747555,2.5865064,2.70435,2.8285441,2.9593527,3.0970407,3.241873,3.394118,3.5540376,3.7218914,3.897932,4.0824018,4.2755313,4.477534,4.6886063,4.908921,5.138624,5.3778315,5.6266236,5.8850436,6.153088,6.4307084,6.7178025,7.01421,7.319714,7.63403,7.9568057,8.28762,8.626014,8.971631,9.324104,9.683023,10.047932,10.418333,10.793677,11.173359,11.556733,11.943096,12.331692,12.721717,13.112312,13.502578,13.89156,14.278264,14.661662,15.040692,15.414261,15.781264,16.14058,16.491095,16.831703,17.161314,17.47889,17.783424,18.073984,18.349709,18.609844,18.853725,19.080832,19.290764,19.483286,19.658335,19.816021,19.956652,20.08074,20.189018,20.282448,20.362211,20.429752,20.48675,20.535158,20.577187,20.615334,20.652374,20.691402,20.73584,20.789448,20.85639,20.941263,21.049147,21.185698,21.357239,21.57087,21.83464,22.157738,22.550735
91,E07000065,2.0013962,2.0004709,2.0068161,2.0201247,2.0401726,2.0668087,2.0999472,2.1395602,2.1856704,2.2383509,2.2977176,2.363931,2.4371862,2.5177207,2.6058054,2.7017481,2.8058884,2.9186,3.0402899,3.1713932,3.312379,3.4637423,3.6260085,3.7997277,3.985475,4.1838474,4.395461,4.620949,4.8609548,5.1161304,5.387129,5.6746,5.979182,6.301491,6.6421146,7.0016055,7.380459,7.7791095,8.197915,8.637138,9.0969305,9.577328,10.078207,10.599293,11.14013,11.700053,12.278183,12.8734,13.484329,14.109329,14.746468,15.393514,16.047945,16.706923,17.3673,18.02565,18.67824,19.321085,19.94995,20.560862,21.15163,21.720676,22.26659,22.788136,23.284262,23.754095,24.19694,24.612259,24.999712,25.359106,25.690397,25.993713,26.26933,26.517632,26.739176,26.934622,27.104769,27.250532,27.372938,27.473125,27.552357,27.61199,27.653503,27.678478,27.688616,27.685728,27.67175,27.648735,27.618881,27.584513,27.548124,27.512371,27.480087,27.454323,27.438337,27.435673,27.45016,27.485966,27.547667,27.640297,27.76944,27.941338,28.163006,28.44239,28.788572,29.212013,29.72484,30.341248,31.077978,31.95495,32.996033,34.230106,35.69234,37.426014,39.48475,41.93562,44.86324
92,E07000066,2.9418566,3.0518506,3.1708364,3.2991836,3.4372985,3.5856183,3.7446172,3.9147975,4.096698,4.2908854,4.497964,4.7185693,4.9533615,5.2030396,5.4683313,5.749989,6.0488014,6.365577,6.701156,7.0563974,7.432182,7.829411,8.249,8.6918745,9.158962,9.651201,10.1695175,10.714829,11.288032,11.889996,12.521553,13.183494,13.876545,14.601361,15.358516,16.148497,16.971663,17.828245,18.718348,19.641891,20.59863,21.588123,22.6097,23.662466,24.745277,25.856709,26.99506,28.15832,29.344172,30.549974,31.772753,33.009182,34.255604,35.50803,36.762123,38.013237,39.256424,40.486435,41.697777,42.885624,44.048645,45.186726,46.30015,47.389557,48.455975,49.500774,50.52567,51.532692,52.524208,53.50288,54.47168,55.43386,56.392994,57.3529,58.317738,59.291943,60.28028,61.28787,62.320164,63.38302,64.48276,65.62616,66.82055,68.0739,69.39485,70.79286,72.27828,73.862564,75.55833,77.379616,79.342094,81.463326,83.76312,86.26379,88.99074,91.9729,95.2434,98.84038,102.807816,107.196724,112.06665,117.487114,123.5399,130.3217,137.94713,146.55301,156.30331,167.39578,180.07008,194.61841,211.39925,230.8551,253.53578,280.12936,311.5027,348.75696,393.30103
93,E07000067,0.7845773,0.8319505,0.8832558,0.9387252,0.9986042,1.0631502,1.1326338,1.2073377,1.2875552,1.3735927,1.4657668,1.5644044,1.6698412,1.7824233,1.9025043,2.0304437,2.166609,2.31137,2.465101,2.6281772,2.8009732,2.9838614,3.1772099,3.3813777,3.5967147,3.8235586,4.0622287,4.313026,4.5762234,4.8520694,5.140777,5.442524,5.7574396,6.08561,6.42706,6.781764,7.1496196,7.530456,7.9240236,8.329984,8.747908,9.177268,9.6174345,10.067663,10.5271,10.994765,11.469569,11.950285,12.435566,12.923942,13.413813,13.903464,14.391061,14.874669,15.352245,15.821663,16.280727,16.727179,17.158716,17.573334,17.97028,18.349285,18.710234,19.053162,19.37828,19.685923,19.976566,20.250816,20.509386,20.753107,20.9829,21.199787,21.404865,21.59931,21.784374,21.961376,22.131695,22.296787,22.458157,22.617392,22.776134,22.936115,23.09914,23.267109,23.442034,23.62603,23.821363,24.030458,24.25591,24.50054,24.767405,25.05986,25.381588,25.736668,26.129637,26.565573,27.050194,27.589966,28.19224,28.86543,29.619215,30.464775,31.4151,32.485386,33.69348,35.060497,36.61151,38.376564,40.39179,42.701015,45.357723,48.42772,51.992516,56.15401,61.04065,66.8159,73.68987
94,E07000068,0.9603375,1.0052398,1.0544415,1.1081929,1.1667695,1.23047,1.2996181,1.3745614,1.4556724,1.5433496,1.6380159,1.7401209,1.850138,1.9685671,2.0959337,2.2327855,2.3796966,2.537261,2.706095,2.8868325,3.0801246,3.2866356,3.5070403,3.742016,3.9922438,4.258398,4.541143,4.841121,5.1589494,5.495208,5.8504314,6.225094,6.6196017,7.034275,7.4693384,7.9249086,8.400968,8.89736,9.413766,9.949692,10.504445,11.077139,11.666642,12.271598,12.890396,13.521158,14.161737,14.809714,15.462386,16.11678,16.769648,17.417486,18.056551,18.68288,19.292324,19.88057,20.443197,20.975716,21.473608,21.93295,22.35215,22.730497,23.067644,23.363588,23.61865,23.833447,24.008879,24.146088,24.246458,24.311565,24.343157,24.343126,24.313498,24.25639,24.174004,24.068602,23.942482,23.797993,23.637472,23.46328,23.277771,23.083296,22.882181,22.676756,22.469322,22.262186,22.057648,21.858006,21.66558,21.482718,21.3118,21.155289,21.01572,20.895748,20.79817,20.725971,20.682379,20.67089,20.695368,20.760098,20.869905,21.030247,21.247372,21.528484,21.88196,22.317621,22.847046,23.484007,24.244976,25.14982,26.222622,27.492813,28.996592,30.778803,32.895412,35.416798,38.43213
95,E07000069,2.354675,2.3652296,2.3825562,2.4064496,2.4367654,2.4734094,2.5163364,2.5655403,2.6210537,2.6829453,2.7513132,2.8262897,2.9080288,2.9967155,3.092556,3.1957817,3.3066442,3.4254146,3.5523856,3.687864,3.8321743,3.9856544,4.1486564,4.3215394,4.504671,4.6984267,4.903182,5.1193104,5.3471828,5.587159,5.8395853,6.1047893,6.3830743,6.6747084,6.9799256,7.2989173,7.6318126,7.978686,8.33954,8.714292,9.102771,9.504714,9.919734,10.347334,10.7868805,11.237603,11.698577,12.168726,12.646803,13.131395,13.620906,14.113568,14.607434,15.100386,15.590118,16.074188,16.549982,17.014757,17.465664,17.900171,18.317467,18.717306,19.099627,19.464529,19.81227,20.143248,20.45801,20.757223,21.041681,21.312294,21.570066,21.816103,22.051598,22.277832,22.496166,22.708021,22.91493,23.11847,23.320307,23.522194,23.725967,23.93356,24.147017,24.368502,24.60032,24.84492,25.104948,25.383253,25.682919,26.00732,26.360147,26.745476,27.167828,27.632235,28.144337,28.710491,29.337896,30.034737,30.810375,31.67558,32.642776,33.7264,34.943283,36.313168,37.859318,39.609283,41.59592,43.85852,46.44447,49.411125,52.82845,56.78225,61.37843,66.74869,73.05782,80.51371,89.38048
96,E07000070,1.3837556,1.4550092,1.5326331,1.6170145,1.7085732,1.807757,1.9150476,2.0309563,2.156024,2.290826,2.4359665,2.5920813,2.759833,2.939916,3.1330504,3.3399816,3.5614789,3.7983313,4.051345,4.321338,4.6091385,4.915576,5.2414756,5.5876517,5.9548993,6.3439837,6.755634,7.1905236,7.649267,8.1324005,8.6403675,9.173503,9.732022,10.315993,10.925321,11.55974,12.218777,12.901742,13.607706,14.335489,15.083622,15.850363,16.633646,17.4311,18.240015,19.057362,19.879763,20.703518,21.524597,22.338673,23.14112,23.927048,24.69135,25.428741,26.133772,26.800934,27.424688,27.999535,28.520105,28.982065,29.384775,29.729,30.016022,30.247587,30.425888,30.55346,30.63317,30.668144,30.661716,30.617393,30.5388,30.429628,30.29363,30.134554,29.95615,29.762121,29.556122,29.341757,29.122547,28.901937,28.683321,28.470028,28.265326,28.07245,27.894623,27.735075,27.597073,27.483953,27.399147,27.346256,27.329079,27.351679,27.418453,27.534222,27.704306,27.934675,28.232044,28.60406,29.0595,29.608488,30.26281,31.036253,31.945047,33.008427,34.249283,35.695057,37.378803,39.340603,41.62933,44.304924,47.441444,51.130962,55.48872,60.66006,66.8297,74.234116,83.17884
97,E07000071,1.1541778,1.204953,1.2618908,1.3253812,1.3958672,1.4738445,1.559863,1.6545281,1.7585027,1.8725097,1.997333,2.13382,2.282881,2.4454927,2.6226976,2.8156042,3.0253868,3.2532823,3.5005903,3.7686648,4.0589147,4.372789,4.7117767,5.0773864,5.4711366,5.8945446,6.349095,6.8362303,7.357314,7.913612,8.50625,9.136188,9.804172,10.510696,11.255958,12.039811,12.861715,13.720683,14.615239,15.54336,16.502432,17.489225,18.499828,19.529644,20.573359,21.624945,22.677652,23.724052,24.756054,25.764988,26.74165,27.676437,28.55944,29.380596,30.129827,30.797243,31.373302,31.849003,32.216125,32.468964,32.609383,32.64214,32.573124,32.409164,32.15785,31.827278,31.425943,30.962505,30.445663,29.884007,29.2859,28.659397,28.012146,27.35135,26.68372,26.015457,25.352242,24.69925,24.061134,23.442116,22.84596,22.276043,21.735388,21.22673,20.752556,20.315159,19.91672,19.559347,19.245148,18.976309,18.755163,18.584276,18.46654,18.405262,18.404308,18.46823,18.602432,18.813366,19.108774,19.497982,19.992285,20.60537,21.353928,22.258387,23.34384,24.641281,26.189198,28.035645,30.241013,32.8817,36.05502,39.885933,44.53618,50.21685,57.206036,65.873566,76.71616
98,E07000072,2.1095507,2.2022347,2.3023148,2.4101584,2.5261617,2.6507454,2.7843585,2.9274738,3.0805902,3.2442331,3.41895,3.6053164,3.8039243,4.0153933,4.2403617,4.4794827,4.733433,5.002896,5.288572,5.5911665,5.911388,6.249948,6.607553,6.984893,7.382645,7.801463,8.241968,8.704741,9.19031,9.699148,10.231658,10.788158,11.368875,11.973925,12.603305,13.256885,13.93437,14.635321,15.359105,16.104902,16.871683,17.658207,18.462986,19.28429,20.120148,20.968306,21.826254,22.691204,23.560095,24.429607,25.29615,26.155876,27.004728,27.838404,28.652426,29.442165,30.202862,30.929667,31.617697,32.26278,32.86367,33.420177,33.93249,34.401127,34.826923,35.211025,35.554836,35.860012,36.128426,36.362144,36.563408,36.73458,36.878197,36.99686,37.0933,37.170307,37.23075,37.277557,37.313717,37.342278,37.36634,37.389088,37.413742,37.44364,37.48219,37.532936,37.599567,37.685936,37.796093,37.934345,38.105297,38.31389,38.565495,38.865982,39.221798,39.640087,40.128845,40.69705,41.354843,42.113766,42.987076,43.990005,45.140232,46.45835,47.96852,49.69921,51.684208,53.9638,56.586327,59.610176,63.10628,67.161385,71.88231,77.40152,83.88451,91.539635,100.63138
99,E07000073,0.621349,0.67218757,0.72700244,0.7859978,0.8493787,0.91734767,0.99010545,1.0678487,1.150768,1.2390498,1.3328714,1.4324036,1.5378053,1.6492277,1.7668098,1.8906788,2.02095,2.1577256,2.3010964,2.451136,2.607909,2.771463,2.9418356,3.1190464,3.3031054,3.494009,3.6917405,3.8962708,4.1075573,4.325549,4.5501795,4.7813745,5.019046,5.263094,5.5134106,5.7698784,6.032365,6.3007274,6.574817,6.8544674,7.139504,7.429745,7.724991,8.025032,8.329652,8.6386175,8.951687,9.268607,9.589115,9.912938,10.239794,10.569392,10.901439,11.235633,11.571671,11.909251,12.248079,12.587857,12.928304,13.269214,13.610645,13.9527645,14.295791,14.639997,14.985699,15.333264,15.683112,16.035706,16.391554,16.75122,17.115307,17.48448,17.859444,18.240973,18.629889,19.02709,19.433529,19.85026,20.278402,20.719181,21.17394,21.644135,22.13137,22.637405,23.164196,23.713898,24.288902,24.891893,25.525862,26.194168,26.900597,27.649412,28.44545,29.294197,30.201902,31.175703,32.223774,33.35551,34.581738,35.91497,37.369755,38.963005,40.714508,42.647503,44.789364,47.17252,49.835556,52.82459,56.19507,60.01399,64.3628,69.34109,75.071396,81.70557,89.43306,98.49199,109.18385
100,E07000074,0.23945718,0.2583059,0.27893922,0.30148944,0.32609674,0.35290802,0.38207725,0.4137648,0.44813696,0.48536593,0.52562827,0.5691054,0.61598104,0.6664422,0.7206769,0.7788727,0.8412164,0.90789133,0.97907776,1.054948,1.1356676,1.2213913,1.3122627,1.4084086,1.509941,1.6169517,1.7295096,1.8476596,1.971418,2.1007712,2.2356718,2.3760362,2.5217407,2.672619,2.8284612,2.9890099,3.1539562,3.3229406,3.4955492,3.6713126,3.8497043,4.0301447,4.211993,4.394557,4.577086,4.7587805,4.9387918,5.1162267,5.2901525,5.4596024,5.623585,5.7810893,5.931096,6.072585,6.204548,6.325999,6.435986,6.5336046,6.618007,6.6885767,6.7454195,6.7889085,6.8195233,6.8378377,6.8444963,6.8402166,6.8257656,6.8019533,6.769614,6.7296085,6.6828017,6.6300592,6.5722437,6.510203,6.444767,6.3767467,6.306925,6.236064,6.164896,6.0941257,6.024437,5.956487,5.8909135,5.828334,5.7693577,5.71458,5.6645994,5.620014,5.581435,5.549493,5.524845,5.5081925,5.500286,5.501944,5.514065,5.537654,5.573838,5.6239004,5.689305,5.771738,5.8731647,5.99587,6.142544,6.316361,6.5210905,6.761238,7.0422115,7.370543,7.7541633,8.202769,8.728278,9.345448,10.072661,10.932999,11.9556465,13.177815,14.647326
101,E07000075,0.5541432,0.5809163,0.6101678,0.64202803,0.6766403,0.714158,0.7547474,0.7985848,0.8458584,0.8967677,0.95152307,1.0103468,1.0734706,1.1411381,1.2136031,1.2911297,1.3739916,1.4624717,1.5568615,1.6574603,1.7645738,1.8785133,1.9995962,2.1281395,2.264463,2.408885,2.5617206,2.723278,2.8938568,3.0737438,3.2632089,3.4625034,3.671854,3.8914547,4.1214685,4.3620186,4.61318,4.874978,5.147379,5.4302826,5.7235203,6.026843,6.339917,6.6623173,6.9935236,7.332907,7.679736,8.033159,8.392214,8.7558155,9.122761,9.491724,9.861265,10.229827,10.595748,10.957262,11.312519,11.659589,11.996481,12.321401,12.633546,12.932469,13.217852,13.489495,13.747323,13.991373,14.221794,14.438825,14.642823,14.834222,15.01354,15.181379,15.3384075,15.485366,15.623056,15.752342,15.874141,15.989429,16.099236,16.204645,16.3068,16.406902,16.506212,16.60607,16.707884,16.813152,16.92347,17.04055,17.166218,17.302465,17.45144,17.61549,17.797201,17.999426,18.225325,18.478441,18.76275,19.08274,19.443527,19.850945,20.311718,20.833607,21.425653,22.09843,22.864391,23.738276,24.737638,25.883537,27.201363,28.721947,30.482985,32.530872,34.92312,37.731556,41.046608,44.982994,49.68749
102,E07000076,0.21234307,0.24635889,0.28542325,0.33016515,0.3812674,0.43946627,0.50555086,0.580361,0.66478455,0.7597528,0.86623544,0.9852338,1.1177711,1.2648853,1.4276158,1.6069921,1.8040196,2.0196648,2.2548406,2.510387,2.7870562,3.0854933,3.4062212,3.7496183,4.115905,4.5051265,4.9171367,5.3515854,5.807904,6.285298,6.782736,7.298946,7.8324146,8.38138,8.943838,9.517564,10.100091,10.688751,11.280678,11.872827,12.462,13.04488,13.618037,14.177981,14.721188,15.244125,15.743306,16.21531,16.656837,17.064728,17.436024,17.767979,18.05811,18.304234,18.504482,18.65734,18.761656,18.816679,18.822048,18.778307,18.688305,18.555681,18.38432,18.178232,17.941523,17.6783,17.392624,17.088457,16.769623,16.439777,16.102375,15.760658,15.41765,15.076142,14.738702,14.407677,14.085203,13.773234,13.47353,13.187706,12.9172325,12.66347,12.427693,12.211112,12.014896,11.840218,11.688272,11.560316,11.457702,11.381914,11.334624,11.31774,11.333458,11.38434,11.473395,11.604177,11.7809105,12.008626,12.293359,12.642358,13.06439,13.570077,14.172372,14.8871355,15.7339,16.736853,17.92613,19.339527,21.024794,23.04267,25.471079,28.410782,31.993263,36.391666,41.836273,48.636513,57.21269
103,E07000077,1.2656064,1.3318468,1.4029151,1.479029,1.5604148,1.6473056,1.7399408,1.8385646,1.943424,2.0547702,2.172854,2.2979283,2.4302409,2.5700383,2.7175612,2.873043,3.0367062,3.2087624,3.3894093,3.5788255,3.7771711,3.9845817,4.20117,4.4270144,4.6621614,4.9066234,5.1603694,5.4233255,5.6953654,5.976315,6.2659397,6.5639477,6.869978,7.183601,7.5043178,7.831555,8.164654,8.502879,8.845408,9.191337,9.53967,9.889331,10.239157,10.587895,10.93422,11.276726,11.613935,11.944308,12.266244,12.578101,12.878199,13.164828,13.436275,13.690833,13.926809,14.142556,14.336472,14.507041,14.652831,14.77285,14.867518,14.93775,14.98461,15.009291,15.013109,14.9974575,14.963808,14.913685,14.848635,14.770244,14.680092,14.579756,14.4708,14.354761,14.233149,14.107441,13.979075,13.849458,13.719949,13.591878,13.466552,13.345233,13.229178,13.119627,13.017808,12.924962,12.842352,12.771271,12.713053,12.669103,12.640914,12.630093,12.638376,12.66768,12.720116,12.798064,12.904203,13.041579,13.213689,13.424565,13.678895,13.982147,14.340756,14.762328,15.2559,15.832278,16.504454,17.28815,18.202488,19.270893,20.522238,21.99235,23.726034,25.7797,28.224962,31.15346,34.683517
104,E07000078,1.3410652,1.3912785,1.445818,1.5048455,1.5685409,1.6370987,1.7107298,1.789659,1.8741254,1.9643832,2.0606992,2.1633554,2.2726436,2.3888712,2.5123549,2.6434238,2.7824173,2.9296837,3.08558,3.2504706,3.4247246,3.6087165,3.8028226,4.0074186,4.2228794,4.449574,4.6878633,4.9380984,5.2006135,5.4757257,5.7637258,6.064882,6.3794236,6.7075415,7.0493846,7.4050493,7.7745743,8.157933,8.555025,8.965675,9.389614,9.826487,10.275829,10.737071,11.209528,11.692386,12.18471,12.685427,13.193322,13.70705,14.225111,14.745869,15.267544,15.788222,16.305847,16.818249,17.323133,17.818111,18.3007,18.768408,19.2189,19.649893,20.05911,20.444305,20.80326,21.133827,21.433928,21.701584,21.934923,22.132217,22.29188,22.4125,22.49285,22.53192,22.52891,22.48328,22.394712,22.263186,22.088928,21.872454,21.614578,21.316374,20.97921,20.604729,20.194826,19.751663,19.277622,18.775297,18.24747,17.697075,17.127184,16.540955,15.941612,15.332405,14.716581,14.097331,13.477789,12.860968,12.249747,11.646841,11.05478,10.4758835,9.912254,9.365757,8.838017,8.3304205,7.844105,7.379983,6.938732,6.5208178,6.1265097,5.755895,5.4089055,5.0853267,4.7848353,4.5070157,4.251385
105,E07000079,0.42847773,0.446636,0.46727422,0.4905436,0.5166201,0.5457041,0.57802176,0.6138249,0.65339303,0.69703424,0.74508625,0.79791814,0.85593015,0.9195574,0.9892688,1.0655693,1.1490008,1.240141,1.3396068,1.4480507,1.5661623,1.694666,1.8343205,1.9859123,2.1502554,2.3281856,2.5205526,2.7282135,2.9520226,3.1928225,3.4514294,3.7286189,4.0251102,4.341547,4.6784754,5.0363264,5.4153843,5.815766,6.237393,6.6799617,7.142911,7.6254063,8.126299,8.644103,9.176979,9.722704,10.278664,10.8418455,11.408826,11.975789,12.538539,13.092516,13.6328535,14.154409,14.651833,15.119642,15.5523,15.944308,16.290316,16.585678,16.828009,17.015932,17.148682,17.226057,17.248432,17.216705,17.132296,16.99707,16.813322,16.58371,16.311203,15.999039,15.650655,15.269647,14.859706,14.4245825,13.968025,13.49375,13.005396,12.506484,12.000404,11.49037,10.979408,10.470343,9.96577,9.468065,8.979369,8.501585,8.03638,7.585192,7.1492343,6.7295084,6.326807,5.9417286,5.574694,5.2259583,4.8956256,4.583663,4.289917,4.0141306,3.755955,3.5149667,3.2906816,3.0825677,2.8900597,2.7125711,2.5495062,2.4002724,2.264289,2.140999,2.029882,1.9304612,1.842316,1.7650942,1.698524,1.642431,1.5967556
106,E07000080,0.5544883,0.58026385,0.6084542,0.6391878,0.6726059,0.7088611,0.7481186,0.79055506,0.8363591,0.88573194,0.93888634,0.99604785,1.0574529,1.1233511,1.1940033,1.269682,1.3506712,1.4372655,1.5297703,1.6285,1.7337775,1.8459346,1.9653084,2.0922413,2.227078,2.370165,2.521848,2.6824665,2.852355,3.0318365,3.221219,3.4207938,3.630827,3.8515563,4.083186,4.3258834,4.5797653,4.844898,5.12129,5.408879,5.707531,6.0170307,6.337071,6.6672516,7.0070662,7.355897,7.713013,8.077557,8.448546,8.824873,9.205288,9.588417,9.9727545,10.3566675,10.738397,11.116078,11.487734,11.851308,12.204658,12.54567,12.872488,13.1833515,13.476541,13.750378,14.003255,14.233638,14.440082,14.621247,14.775909,14.902985,15.001508,15.070692,15.109897,15.118666,15.096716,15.04396,14.960497,14.846634,14.702872,14.529903,14.328632,14.100147,13.845714,13.566784,13.264969,12.942026,12.599847,12.2404375,11.865902,11.47841,11.080184,10.67348,10.260551,9.843631,9.424913,9.006525,8.590511,8.178806,7.773231,7.3754663,6.987049,6.609359,6.2436104,5.890858,5.5519857,5.2277193,4.91862,4.625105,4.3474436,4.085779,3.8401368,3.6104367,3.3965132,3.1981254,3.0149784,2.8467355,2.6930382
107,E07000081,1.1236676,1.1805912,1.2422107,1.3087819,1.3805807,1.4579006,1.5410547,1.6303754,1.7262135,1.8289394,1.9389449,2.0566401,2.1824548,2.316841,2.4602687,2.6132288,2.7762332,2.949811,3.134513,3.330907,3.5395794,3.7611325,3.996186,4.24537,4.5093303,4.7887187,5.0842,5.3964376,5.726097,6.0738416,6.440327,6.826196,7.232072,7.658552,8.106206,8.575564,9.067108,9.581264,10.118391,10.678778,11.26262,11.870027,12.50099,13.155386,13.832962,14.533313,15.255889,15.999966,16.764645,17.54884,18.351265,19.170425,20.004627,20.851955,21.710272,22.577225,23.45025,24.326572,25.203217,26.076965,26.944197,27.801012,28.643332,29.46688,30.267237,31.039846,31.78004,32.4831,33.14426,33.758774,34.321953,34.829212,35.276127,35.658504,35.97242,36.214264,36.380863,36.46945,36.477806,36.404232,36.24766,36.007664,35.68449,35.279087,34.79312,34.228973,33.589733,32.879173,32.10172,31.26239,30.366756,29.420872,28.431181,27.404438,26.347612,25.267803,24.172134,23.067656,21.961248,20.859543,19.76884,18.695023,17.643503,16.619188,15.626415,14.668961,13.74999,12.872103,12.037303,11.247056,10.502305,9.803516,9.15073,8.543599,7.9814625,7.4633884,6.9882393
108,E07000082,1.0392364,1.0504593,1.065969,1.085733,1.1097662,1.1381245,1.1709049,1.2082409,1.2503017,1.2972931,1.3494545,1.4070605,1.4704199,1.5398769,1.6158112,1.6986383,1.7888117,1.8868209,1.9931957,2.1085029,2.2333496,2.3683827,2.514289,2.6717923,2.841657,3.0246825,3.221705,3.4335907,3.6612344,3.905555,4.1674886,4.447982,4.7479854,5.068438,5.4102626,5.7743506,6.161542,6.572614,7.0082607,7.4690704,7.955503,8.467872,9.006306,9.570729,10.160839,10.776057,11.415524,12.078054,12.762113,13.465791,14.186781,14.922364,15.669389,16.42427,17.182983,17.941076,18.693682,19.435553,20.161085,20.864632,21.541298,22.186428,22.795397,23.363674,23.886871,24.360783,24.781458,25.145227,25.448778,25.689178,25.863928,25.971018,26.008932,25.976713,25.873959,25.700867,25.458214,25.147392,24.770374,24.32971,23.828506,23.270384,22.65945,22.000244,21.297655,20.556913,19.783476,18.98297,18.161129,17.323708,16.4764,15.624784,14.774247,13.929914,13.0966,12.278759,11.480441,10.705249,9.956341,9.236392,8.547602,7.8916936,7.2699375,6.683154,6.1317534,5.615766,5.134872,4.6884475,4.2756042,3.8952265,3.546018,3.2265391,2.9352477,2.670531,2.4307418,2.2142239,2.0193417
109,E07000083,0.77534753,0.7919723,0.811273,0.8332832,0.85805684,0.88566554,0.9161989,0.94976306,0.9864796,1.0264871,1.069939,1.1170048,1.1678684,1.2227297,1.281804,1.3453217,1.4135283,1.4866852,1.5650691,1.6489705,1.7386967,1.8345674,1.9369181,2.0460968,2.1624625,2.2863882,2.418254,2.5584502,2.707371,2.8654163,3.032986,3.2104774,3.398282,3.5967796,3.8063366,4.027299,4.2599835,4.5046763,4.761624,5.0310225,5.313011,5.6076717,5.9150014,6.234923,6.567258,6.9117303,7.2679486,7.635397,8.013429,8.401254,8.797938,9.202386,9.613343,10.029389,10.448945,10.870257,11.291418,11.7103615,12.12488,12.532725,12.931939,13.320614,13.696828,14.058655,14.40417,14.731475,15.038711,15.324067,15.585805,15.82227,16.031914,16.213295,16.365118,16.486229,16.57564,16.63254,16.656313,16.64654,16.603018,16.525755,16.414995,16.271196,16.095058,15.8875,15.649659,15.382889,15.088747,14.768973,14.4254875,14.060358,13.675784,13.274078,12.8576355,12.428907,11.990383,11.544554,11.093889,10.640813,10.187675,9.736738,9.290145,8.849905,8.417879,7.9957705,7.585109,7.18725,6.8033657,6.434457,6.081343,5.744674,5.4249434,5.122489,4.8375187,4.5701127,4.320247,4.087811,3.8726199
